,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
18134,27790.0,0.4570355904648755,-1.5228906067406291,-1.0111500583649125,0.61784496398022,-0.2943879873766721,-0.6274530584819207,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18135,21990.0,-0.05308526219208029,0.7533131593409725,0.0034603530597136587,0.61784496398022,-0.2501053047065591,-0.6194512410903661,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18136,44500.0,-1.115993701216444,0.11437876886192647,-1.0111500583649125,-0.8438030449151518,-0.28140561127192326,0.19580705466753126,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18137,38450.0,-1.0215056855664775,0.5736128620187408,1.0180707644843399,-0.8438030449151518,-0.2713621376259966,0.20125157861543355,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18138,19499.0,1.6150314500827752,0.8531466578533234,0.0034603530597136587,0.9832569662040631,-0.2713621376259966,-0.6821883131666105,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18140,36890.0,-0.18160313122924637,-2.3015918951369665,-1.0111500583649125,0.2524329617563771,0.8239936750184628,-0.30332285696564204,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
18141,21945.0,1.161772330027169,0.3739458649940389,-1.0111500583649125,-0.11297904046746587,-0.2501053047065591,-0.4113947266958351,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18142,24945.0,0.773412417952595,0.5736128620187408,-1.0111500583649125,-0.47839104269130883,-0.3327916394823301,-0.23322081704689313,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18143,17845.0,1.703171222466755,0.3739458649940389,-1.0111500583649125,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18144,22800.0,0.7614515647604567,-1.5029239070381588,0.0034603530597136587,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
18145,19745.0,1.464144878378763,0.3739458649940389,-1.0111500583649125,-0.11297904046746587,-0.28140561127192326,-0.4198786076059485,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18147,28995.0,0.8348241789892226,0.11437876886192647,-1.0111500583649125,-0.11297904046746587,-0.2851264322230138,-0.42088712813819906,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18148,21590.0,0.4670075090715329,0.17427886796933703,4.061901998758218,0.61784496398022,-0.30757711603048127,-0.6298363151564927,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18149,18990.0,1.039166773387939,0.11437876886192647,0.0034603530597136587,0.9832569662040631,-0.2851264322230138,-0.6843201888844401,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18151,20490.0,0.5214988675778572,0.19424556767180723,4.061901998758218,0.61784496398022,-0.30757711603048127,-0.6298363151564927,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18152,10950.0,1.2026408489069123,0.693413060233562,-0.2501922497964429,3.9065529839948065,-0.2851264322230138,-0.8716503654151004,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18154,43950.0,-1.2647278642594564,0.5935795617212111,1.0180707644843399,-1.2092150471389949,-0.2713621376259966,1.4380674271102953,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18156,32995.0,-0.6861931109978102,0.9330134566632042,-1.0111500583649125,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18157,24900.0,0.24904207504623532,0.6135462614236812,0.0034603530597136587,0.2524329617563771,-0.2713621376259966,-0.5408379304814835,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18158,19890.0,0.4586158398615589,0.2940790661841582,0.0034603530597136587,0.61784496398022,-0.28140561127192326,-0.6251071616971084,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18159,19500.0,1.3326572303030022,0.11437876886192647,-1.0111500583649125,0.61784496398022,-0.2851264322230138,-0.6257795087186088,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18161,44990.0,2.0135267548395253,-1.303256910013457,-1.0111500583649125,0.61784496398022,1.0368940175335066,-0.38689230521157914,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18162,20599.0,0.4716120288653173,0.2940790661841582,0.0034603530597136587,0.9832569662040631,-0.3118443238252263,-0.6884583758388738,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18163,27390.0,1.174686781993168,-1.4629905076332186,-1.0111500583649125,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18164,33950.0,0.07704010192102236,0.11437876886192647,-1.0111500583649125,-0.11297904046746587,-0.2501053047065591,-0.4113947266958351,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18165,34950.0,-0.3737669070017994,0.11437876886192647,-1.0111500583649125,-0.11297904046746587,-0.23483360691051863,-0.40725536578809823,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18167,19900.0,1.1703002276334087,0.33401246558909853,0.0034603530597136587,0.61784496398022,-0.34667849028336595,-0.6369018775313211,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18168,26390.0,0.5517688172281204,-1.5628240061455694,0.0034603530597136587,0.2524329617563771,-0.3118443238252263,-0.549616018222652,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18169,25490.0,-0.21187308087950957,0.7333464596385023,0.0034603530597136587,0.61784496398022,-0.3118443238252263,-0.6306073934987814,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18170,25900.0,0.8266504752132738,-1.5029239070381588,0.0034603530597136587,0.2524329617563771,-0.34667849028336595,-0.5571693990616997,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18171,26495.0,0.9846754148816146,0.11437876886192647,0.0034603530597136587,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18173,28995.0,-0.20882156480315542,-1.4829572073356887,-1.0111500583649125,-0.11297904046746587,-0.2851264322230138,-0.42088712813819906,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18175,16995.0,1.7630027341066992,0.11437876886192647,0.0034603530597136587,1.348668968427906,-0.2713621376259966,-0.7263603077557128,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18176,21790.0,-0.24138015151068423,-0.1651550269726562,4.061901998758218,0.61784496398022,-0.2851264322230138,-0.6257795087186088,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18177,19500.0,2.0521883736997624,0.11437876886192647,0.0034603530597136587,0.9832569662040631,-0.3118443238252263,-0.6884583758388738,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18178,41450.0,-0.32848458808304376,0.33401246558909853,1.0180707644843399,-0.47839104269130883,-0.28140561127192326,-0.2146500535147886,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18180,27995.0,0.1477153939037251,-1.5029239070381588,-1.0111500583649125,-0.11297904046746587,-0.2851264322230138,-0.42088712813819906,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18181,39900.0,-0.8167271602997104,0.3739458649940389,1.0180707644843399,-0.8438030449151518,-0.2943879873766721,0.18876936431309435,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18182,32650.0,1.334782393284749,0.11437876886192647,0.0034603530597136587,1.714080970651749,1.2312139734869252,-0.5797074014502777,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18183,21950.0,1.584080358451183,0.31404576588662836,0.0034603530597136587,0.9832569662040631,-0.34667849028336595,-0.693853647866765,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18185,34900.0,-0.37766303913500154,0.7133797599360322,-1.0111500583649125,-0.11297904046746587,-0.3118443238252263,-0.428128955308458,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18186,19995.0,0.7141530655769672,0.11437876886192647,0.0034603530597136587,0.2524329617563771,-0.2501053047065591,-0.5362286353325537,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18187,43900.0,-1.2518134122934574,0.693413060233562,1.0180707644843399,-1.2092150471389949,-0.2851264322230138,1.4231442970854884,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
18189,25990.0,-1.031504849852388,-0.025388129055364864,3.9773511311395,0.2524329617563771,-0.28140561127192326,-0.5430157400606445,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
